time_step,step_idx,x,y,cur_x,cur_y
113,0,0.117955,0.00861085,0.117955,0.00861085
113,1,0.157519,0.0144983,0.117955,0.00861085
113,2,0.196755,0.0222773,0.117955,0.00861085
113,3,0.235573,0.0319299,0.117955,0.00861085
113,4,0.273883,0.043434,0.117955,0.00861085
113,5,0.311597,0.056763,0.117955,0.00861085
113,6,0.348628,0.0718862,0.117955,0.00861085
113,7,0.384891,0.0887688,0.117955,0.00861085
113,8,0.420301,0.107372,0.117955,0.00861085
113,9,0.454779,0.127653,0.117955,0.00861085
113,10,0.488243,0.149564,0.117955,0.00861085
114,0,0.120022,0.0089184,0.120022,0.0089184
114,1,0.15957,0.0149092,0.120022,0.0089184
114,2,0.198786,0.0227908,0.120022,0.0089184
114,3,0.237579,0.0325449,0.120022,0.0089184
114,4,0.275858,0.0441491,0.120022,0.0089184
114,5,0.313537,0.0575767,0.120022,0.0089184
114,6,0.350529,0.0727967,0.120022,0.0089184
114,7,0.386747,0.0897741,0.120022,0.0089184
114,8,0.422109,0.10847,0.120022,0.0089184
114,9,0.456533,0.128841,0.120022,0.0089184
114,10,0.48994,0.15084,0.120022,0.0089184
115,0,0.122106,0.00923422,0.122106,0.00923422
115,1,0.161639,0.0153293,0.122106,0.00923422
115,2,0.200834,0.0233143,0.122106,0.00923422
115,3,0.239601,0.0331706,0.122106,0.00923422
115,4,0.27785,0.0448757,0.122106,0.00923422
115,5,0.315493,0.0584026,0.122106,0.00923422
115,6,0.352444,0.0737201,0.122106,0.00923422
115,7,0.388618,0.0907929,0.122106,0.00923422
115,8,0.42393,0.109582,0.122106,0.00923422
115,9,0.458301,0.130043,0.122106,0.00923422
115,10,0.49165,0.15213,0.122106,0.00923422
116,0,0.124209,0.00955842,0.124209,0.00955842
116,1,0.163726,0.0157586,0.124209,0.00955842
116,2,0.202899,0.0238477,0.124209,0.00955842
116,3,0.24164,0.0338071,0.124209,0.00955842
116,4,0.279857,0.0456138,0.124209,0.00955842
116,5,0.317465,0.0592407,0.124209,0.00955842
116,6,0.354375,0.0746563,0.124209,0.00955842
116,7,0.390503,0.0918252,0.124209,0.00955842
116,8,0.425765,0.110708,0.124209,0.00955842
116,9,0.460081,0.131261,0.124209,0.00955842
116,10,0.493371,0.153436,0.124209,0.00955842
117,0,0.12633,0.00989111,0.12633,0.00989111
117,1,0.165829,0.0161971,0.12633,0.00989111
117,2,0.204981,0.0243912,0.12633,0.00989111
117,3,0.243695,0.0344543,0.12633,0.00989111
117,4,0.281881,0.0463634,0.12633,0.00989111
117,5,0.319451,0.0600911,0.12633,0.00989111
117,6,0.35632,0.0756056,0.12633,0.00989111
117,7,0.392402,0.0928712,0.12633,0.00989111
117,8,0.427614,0.111848,0.12633,0.00989111
117,9,0.461874,0.132493,0.12633,0.00989111
117,10,0.495105,0.154758,0.12633,0.00989111
118,0,0.128467,0.0102324,0.128467,0.0102324
118,1,0.16795,0.0166451,0.128467,0.0102324
118,2,0.207046,0.0251013,0.128467,0.0102324
118,3,0.24565,0.0355781,0.128467,0.0102324
118,4,0.283656,0.0480473,0.128467,0.0102324
118,5,0.320964,0.0624751,0.128467,0.0102324
118,6,0.357471,0.0788225,0.128467,0.0102324
118,7,0.393079,0.0970453,0.128467,0.0102324
118,8,0.427691,0.117094,0.128467,0.0102324
118,9,0.461215,0.138915,0.128467,0.0102324
118,10,0.49356,0.162449,0.128467,0.0102324
119,0,0.130622,0.0105824,0.130622,0.0105824
119,1,0.170087,0.0171027,0.130622,0.0105824
119,2,0.20916,0.0256655,0.130622,0.0105824
119,3,0.247735,0.0362475,0.130622,0.0105824
119,4,0.285708,0.0488202,0.130622,0.0105824
119,5,0.322976,0.0633496,0.130622,0.0105824
119,6,0.359438,0.0797965,0.130622,0.0105824
119,7,0.394996,0.0981162,0.130622,0.0105824
119,8,0.429554,0.118259,0.130622,0.0105824
119,9,0.463018,0.140172,0.130622,0.0105824
119,10,0.495298,0.163794,0.130622,0.0105824
120,0,0.132794,0.0109413,0.132794,0.0109413
120,1,0.172241,0.0175701,0.132794,0.0109413
120,2,0.21129,0.0262403,0.132794,0.0109413
120,3,0.249836,0.0369284,0.132794,0.0109413
120,4,0.287774,0.0496055,0.132794,0.0109413
120,5,0.325002,0.0642374,0.132794,0.0109413
120,6,0.361419,0.0807844,0.132794,0.0109413
120,7,0.396926,0.0992019,0.132794,0.0109413
120,8,0.431429,0.11944,0.132794,0.0109413
120,9,0.464833,0.141444,0.132794,0.0109413
120,10,0.497048,0.165155,0.132794,0.0109413
121,0,0.134983,0.011309,0.134983,0.011309
121,1,0.174411,0.0180473,0.134983,0.011309
121,2,0.213436,0.0268258,0.134983,0.011309
121,3,0.251952,0.0376209,0.134983,0.011309
121,4,0.289855,0.0504032,0.134983,0.011309
121,5,0.327042,0.0651383,0.134983,0.011309
121,6,0.363413,0.0817864,0.134983,0.011309
121,7,0.398869,0.100302,0.134983,0.011309
121,8,0.433315,0.120636,0.134983,0.011309
121,9,0.466658,0.142733,0.134983,0.011309
121,10,0.498807,0.166533,0.134983,0.011309
122,0,0.137188,0.0116859,0.137188,0.0116859
122,1,0.176598,0.0185345,0.137188,0.0116859
122,2,0.215598,0.0274223,0.137188,0.0116859
122,3,0.254083,0.0383251,0.137188,0.0116859
122,4,0.29195,0.0512135,0.137188,0.0116859
122,5,0.329095,0.0660526,0.137188,0.0116859
122,6,0.36542,0.0828024,0.137188,0.0116859
122,7,0.400824,0.101418,0.137188,0.0116859
122,8,0.435213,0.121848,0.137188,0.0116859
122,9,0.468494,0.144038,0.137188,0.0116859
122,10,0.500576,0.167928,0.137188,0.0116859
123,0,0.13941,0.012072,0.13941,0.012072
123,1,0.1788,0.0190318,0.13941,0.012072
123,2,0.217774,0.0280296,0.13941,0.012072
123,3,0.256229,0.039041,0.13941,0.012072
123,4,0.294059,0.0520363,0.13941,0.012072
123,5,0.331163,0.0669803,0.13941,0.012072
123,6,0.367439,0.0838326,0.13941,0.012072
123,7,0.402791,0.102548,0.13941,0.012072
123,8,0.437122,0.123075,0.13941,0.012072
123,9,0.47034,0.145359,0.13941,0.012072
123,10,0.502355,0.169339,0.13941,0.012072
124,0,0.141647,0.0124673,0.141647,0.0124673
124,1,0.181017,0.0195393,0.141647,0.0124673
124,2,0.219966,0.028648,0.141647,0.0124673
124,3,0.258389,0.0397689,0.141647,0.0124673
124,4,0.296182,0.0528718,0.141647,0.0124673
124,5,0.333243,0.0679214,0.141647,0.0124673
124,6,0.369472,0.0848769,0.141647,0.0124673
124,7,0.40477,0.103693,0.141647,0.0124673
124,8,0.439043,0.124317,0.141647,0.0124673
124,9,0.472197,0.146696,0.141647,0.0124673
124,10,0.504143,0.170767,0.141647,0.0124673
125,0,0.143901,0.0128721,0.143901,0.0128721
125,1,0.18325,0.0200571,0.143901,0.0128721
125,2,0.222173,0.0292776,0.143901,0.0128721
125,3,0.260564,0.0405087,0.143901,0.0128721
125,4,0.298319,0.0537201,0.143901,0.0128721
125,5,0.335337,0.068876,0.143901,0.0128721
125,6,0.371516,0.0859354,0.143901,0.0128721
125,7,0.406761,0.104852,0.143901,0.0128721
125,8,0.440974,0.125575,0.143901,0.0128721
125,9,0.474064,0.148049,0.143901,0.0128721
125,10,0.505941,0.172212,0.143901,0.0128721
126,0,0.14617,0.0132865,0.14617,0.0132865
126,1,0.185498,0.0205853,0.14617,0.0132865
126,2,0.224394,0.0299184,0.14617,0.0132865
126,3,0.262752,0.0412605,0.14617,0.0132865
126,4,0.300469,0.0545811,0.14617,0.0132865
126,5,0.337443,0.0698441,0.14617,0.0132865
126,6,0.373573,0.0870081,0.14617,0.0132865
126,7,0.408762,0.106027,0.14617,0.0132865
126,8,0.442916,0.126849,0.14617,0.0132865
126,9,0.47594,0.149418,0.14617,0.0132865
126,10,0.507747,0.173673,0.14617,0.0132865
127,0,0.148454,0.0137104,0.148454,0.0137104
127,1,0.187761,0.0211239,0.148454,0.0137104
127,2,0.22663,0.0305705,0.148454,0.0137104
127,3,0.264955,0.0420245,0.148454,0.0137104
127,4,0.302633,0.055455,0.148454,0.0137104
127,5,0.339562,0.0708257,0.148454,0.0137104
127,6,0.375642,0.0880951,0.148454,0.0137104
127,7,0.410775,0.107217,0.148454,0.0137104
127,8,0.444868,0.128138,0.148454,0.0137104
127,9,0.477826,0.150804,0.148454,0.0137104
127,10,0.509563,0.175151,0.148454,0.0137104
128,0,0.150754,0.0141442,0.150754,0.0141442
128,1,0.193313,0.0223006,0.150754,0.0141442
128,2,0.23539,0.0326581,0.150754,0.0141442
128,3,0.276872,0.0451886,0.150754,0.0141442
128,4,0.317647,0.0598583,0.150754,0.0141442
128,5,0.357604,0.0766275,0.150754,0.0141442
128,6,0.396636,0.0954508,0.150754,0.0141442
128,7,0.434636,0.116277,0.150754,0.0141442
128,8,0.471503,0.139051,0.150754,0.0141442
128,9,0.507136,0.16371,0.150754,0.0141442
128,10,0.541439,0.190188,0.150754,0.0141442
129,0,0.153072,0.0145885,0.153072,0.0145885
129,1,0.195607,0.0228709,0.153072,0.0145885
129,2,0.237653,0.033353,0.153072,0.0145885
129,3,0.279098,0.0460064,0.153072,0.0145885
129,4,0.319829,0.0607968,0.153072,0.0145885
129,5,0.359736,0.0776842,0.153072,0.0145885
129,6,0.398712,0.0966231,0.153072,0.0145885
129,7,0.43665,0.117562,0.153072,0.0145885
129,8,0.473449,0.140445,0.153072,0.0145885
129,9,0.509009,0.165209,0.153072,0.0145885
129,10,0.543234,0.191789,0.153072,0.0145885
130,0,0.155408,0.0150434,0.155408,0.0150434
130,1,0.197918,0.0234528,0.155408,0.0150434
130,2,0.239933,0.0340603,0.155408,0.0150434
130,3,0.28134,0.0468373,0.155408,0.0150434
130,4,0.322027,0.0617492,0.155408,0.0150434
130,5,0.361883,0.0787557,0.155408,0.0150434
130,6,0.400802,0.0978109,0.155408,0.0150434
130,7,0.438678,0.118863,0.155408,0.0150434
130,8,0.475408,0.141856,0.155408,0.0150434
130,9,0.510894,0.166726,0.155408,0.0150434
130,10,0.545039,0.193407,0.155408,0.0150434
131,0,0.157762,0.015509,0.157762,0.015509
131,1,0.200246,0.0240462,0.157762,0.015509
131,2,0.242229,0.03478,0.157762,0.015509
131,3,0.283597,0.0476815,0.157762,0.015509
131,4,0.324239,0.0627157,0.157762,0.015509
131,5,0.364045,0.079842,0.157762,0.015509
131,6,0.402906,0.099014,0.157762,0.015509
131,7,0.440718,0.12018,0.157762,0.015509
131,8,0.47738,0.143283,0.157762,0.015509
131,9,0.51279,0.16826,0.157762,0.015509
131,10,0.546855,0.195044,0.157762,0.015509
132,0,0.160134,0.0159856,0.160134,0.0159856
132,1,0.202592,0.0246514,0.160134,0.0159856
132,2,0.244542,0.0355123,0.160134,0.0159856
132,3,0.285871,0.048539,0.160134,0.0159856
132,4,0.326467,0.0636962,0.160134,0.0159856
132,5,0.36622,0.080943,0.160134,0.0159856
132,6,0.405023,0.100233,0.160134,0.0159856
132,7,0.442772,0.121513,0.160134,0.0159856
132,8,0.479362,0.144727,0.160134,0.0159856
132,9,0.514697,0.169811,0.160134,0.0159856
132,10,0.548681,0.196698,0.160134,0.0159856
133,0,0.162523,0.0164731,0.162523,0.0164731
133,1,0.204954,0.0252684,0.162523,0.0164731
133,2,0.246871,0.0362573,0.162523,0.0164731
133,3,0.28816,0.04941,0.162523,0.0164731
133,4,0.328709,0.064691,0.162523,0.0164731
133,5,0.36841,0.082059,0.162523,0.0164731
133,6,0.407154,0.101467,0.162523,0.0164731
133,7,0.444837,0.122862,0.162523,0.0164731
133,8,0.481357,0.146188,0.162523,0.0164731
133,9,0.516615,0.17138,0.162523,0.0164731
133,10,0.550517,0.19837,0.162523,0.0164731
134,0,0.164928,0.0169718,0.164928,0.0169718
134,1,0.207333,0.0258974,0.164928,0.0169718
134,2,0.249215,0.037015,0.164928,0.0169718
134,3,0.290464,0.0502945,0.164928,0.0169718
134,4,0.330966,0.0657,0.164928,0.0169718
134,5,0.370613,0.0831898,0.164928,0.0169718
134,6,0.409298,0.102717,0.164928,0.0169718
134,7,0.446915,0.124228,0.164928,0.0169718
134,8,0.483363,0.147665,0.164928,0.0169718
134,9,0.518544,0.172965,0.164928,0.0169718
134,10,0.552362,0.20006,0.164928,0.0169718
135,0,0.167351,0.0174817,0.167351,0.0174817
135,1,0.209727,0.0265385,0.167351,0.0174817
135,2,0.251576,0.0377856,0.167351,0.0174817
135,3,0.292783,0.0511926,0.167351,0.0174817
135,4,0.333237,0.0667233,0.167351,0.0174817
135,5,0.37283,0.0843357,0.167351,0.0174817
135,6,0.411454,0.103982,0.167351,0.0174817
135,7,0.449004,0.12561,0.167351,0.0174817
135,8,0.48538,0.14916,0.167351,0.0174817
135,9,0.520482,0.174568,0.167351,0.0174817
135,10,0.554216,0.201767,0.167351,0.0174817
136,0,0.16979,0.0180031,0.16979,0.0180031
136,1,0.212138,0.0271918,0.16979,0.0180031
136,2,0.253905,0.0387363,0.16979,0.0180031
136,3,0.294961,0.0526005,0.16979,0.0180031
136,4,0.335176,0.0687408,0.16979,0.0180031
136,5,0.374425,0.0871068,0.16979,0.0180031
136,6,0.412584,0.107641,0.16979,0.0180031
136,7,0.449535,0.130278,0.16979,0.0180031
136,8,0.48516,0.154948,0.16979,0.0180031
136,9,0.519348,0.181574,0.16979,0.0180031
136,10,0.551993,0.210071,0.16979,0.0180031
137,0,0.172246,0.0185359,0.172246,0.0185359
137,1,0.214565,0.0278575,0.172246,0.0185359
137,2,0.256295,0.0395331,0.172246,0.0185359
137,3,0.297307,0.0535261,0.172246,0.0185359
137,4,0.337472,0.0697926,0.172246,0.0185359
137,5,0.376663,0.0882816,0.172246,0.0185359
137,6,0.414757,0.108935,0.172246,0.0185359
137,7,0.451636,0.131689,0.172246,0.0185359
137,8,0.487184,0.156471,0.172246,0.0185359
137,9,0.521289,0.183203,0.172246,0.0185359
137,10,0.553844,0.211803,0.172246,0.0185359
138,0,0.174717,0.0190803,0.174717,0.0190803
138,1,0.217007,0.0285357,0.174717,0.0190803
138,2,0.2587,0.0403433,0.174717,0.0190803
138,3,0.299668,0.054466,0.174717,0.0190803
138,4,0.33978,0.0708595,0.174717,0.0190803
138,5,0.378913,0.0894725,0.174717,0.0190803
138,6,0.416942,0.110247,0.174717,0.0190803
138,7,0.453749,0.133117,0.174717,0.0190803
138,8,0.489218,0.158011,0.174717,0.0190803
138,9,0.523238,0.184851,0.174717,0.0190803
138,10,0.555702,0.213554,0.174717,0.0190803
139,0,0.177205,0.0196365,0.177205,0.0196365
139,1,0.219464,0.0292267,0.177205,0.0196365
139,2,0.26112,0.0411671,0.177205,0.0196365
139,3,0.302042,0.0554204,0.177205,0.0196365
139,4,0.342102,0.0719417,0.177205,0.0196365
139,5,0.381175,0.0906793,0.177205,0.0196365
139,6,0.419137,0.111575,0.177205,0.0196365
139,7,0.455871,0.134562,0.177205,0.0196365
139,8,0.491261,0.159569,0.177205,0.0196365
139,9,0.525195,0.186518,0.177205,0.0196365
139,10,0.557568,0.215324,0.177205,0.0196365
140,0,0.179708,0.0202045,0.179708,0.0202045
140,1,0.221936,0.0299305,0.179708,0.0202045
140,2,0.263553,0.0420047,0.179708,0.0202045
140,3,0.304429,0.0563893,0.179708,0.0202045
140,4,0.344436,0.0730392,0.179708,0.0202045
140,5,0.383449,0.0919023,0.179708,0.0202045
140,6,0.421344,0.112919,0.179708,0.0202045
140,7,0.458004,0.136024,0.179708,0.0202045
140,8,0.493313,0.161145,0.179708,0.0202045
140,9,0.52716,0.188203,0.179708,0.0202045
140,10,0.55944,0.217113,0.179708,0.0202045
141,0,0.182227,0.0207846,0.182227,0.0207846
141,1,0.224423,0.0306471,0.182227,0.0207846
141,2,0.266001,0.0428559,0.182227,0.0207846
141,3,0.30683,0.0573728,0.182227,0.0207846
141,4,0.346783,0.0741521,0.182227,0.0207846
141,5,0.385734,0.0931413,0.182227,0.0207846
141,6,0.423561,0.114281,0.182227,0.0207846
141,7,0.460146,0.137505,0.182227,0.0207846
141,8,0.495373,0.162739,0.182227,0.0207846
141,9,0.529133,0.189906,0.182227,0.0207846
141,10,0.56132,0.218921,0.182227,0.0207846
142,0,0.18476,0.0213768,0.18476,0.0213768
142,1,0.226924,0.0313768,0.18476,0.0213768
142,2,0.268462,0.0437211,0.18476,0.0213768
142,3,0.309244,0.058371,0.18476,0.0213768
142,4,0.349142,0.0752804,0.18476,0.0213768
142,5,0.388031,0.0943965,0.18476,0.0213768
142,6,0.425789,0.115659,0.18476,0.0213768
142,7,0.462297,0.139002,0.18476,0.0213768
142,8,0.497443,0.164352,0.18476,0.0213768
142,9,0.531114,0.191629,0.18476,0.0213768
142,10,0.563205,0.220747,0.18476,0.0213768
143,0,0.187309,0.0219812,0.187309,0.0219812
143,1,0.229439,0.0321196,0.187309,0.0219812
143,2,0.270937,0.0446003,0.187309,0.0219812
143,3,0.31167,0.0593839,0.187309,0.0219812
143,4,0.351512,0.0764243,0.187309,0.0219812
143,5,0.390338,0.095668,0.187309,0.0219812
143,6,0.428026,0.117055,0.187309,0.0219812
143,7,0.464458,0.140517,0.187309,0.0219812
143,8,0.49952,0.165982,0.187309,0.0219812
143,9,0.533101,0.193369,0.187309,0.0219812
143,10,0.565097,0.222593,0.187309,0.0219812
144,0,0.189872,0.022598,0.189872,0.022598
144,1,0.231969,0.0328757,0.189872,0.022598
144,2,0.273424,0.0454935,0.189872,0.022598
144,3,0.314109,0.0604117,0.189872,0.022598
144,4,0.353895,0.0775838,0.189872,0.022598
144,5,0.392657,0.0969557,0.189872,0.022598
144,6,0.430274,0.118467,0.189872,0.022598
144,7,0.466628,0.14205,0.189872,0.022598
144,8,0.501605,0.16763,0.189872,0.022598
144,9,0.535096,0.195129,0.189872,0.022598
144,10,0.566995,0.224458,0.189872,0.022598
145,0,0.19245,0.0232274,0.19245,0.0232274
145,1,0.234512,0.0336451,0.19245,0.0232274
145,2,0.275925,0.0464008,0.19245,0.0232274
145,3,0.31656,0.0614545,0.19245,0.0232274
145,4,0.356288,0.0787589,0.19245,0.0232274
145,5,0.394986,0.0982597,0.19245,0.0232274
145,6,0.432531,0.119896,0.19245,0.0232274
145,7,0.468806,0.1436,0.19245,0.0232274
145,8,0.503698,0.169297,0.19245,0.0232274
145,9,0.537097,0.196906,0.19245,0.0232274
145,10,0.568898,0.226342,0.19245,0.0232274
146,0,0.195041,0.0238693,0.195041,0.0238693
146,1,0.240302,0.0352402,0.195041,0.0238693
146,2,0.284854,0.0491265,0.195041,0.0238693
146,3,0.32856,0.0654848,0.195041,0.0238693
146,4,0.371282,0.0842636,0.195041,0.0238693
146,5,0.412885,0.105404,0.195041,0.0238693
146,6,0.45324,0.12884,0.195041,0.0238693
146,7,0.49222,0.154498,0.195041,0.0238693
146,8,0.529703,0.182297,0.195041,0.0238693
146,9,0.565571,0.212151,0.195041,0.0238693
146,10,0.599712,0.243966,0.195041,0.0238693
147,0,0.19765,0.0245248,0.19765,0.0245248
147,1,0.242872,0.0360484,0.19765,0.0245248
147,2,0.287378,0.050085,0.19765,0.0245248
147,3,0.331028,0.0665906,0.19765,0.0245248
147,4,0.373686,0.0855134,0.19765,0.0245248
147,5,0.415218,0.106794,0.19765,0.0245248
147,6,0.455494,0.130366,0.19765,0.0245248
147,7,0.494387,0.156156,0.19765,0.0245248
147,8,0.531776,0.184081,0.19765,0.0245248
147,9,0.567543,0.214056,0.19765,0.0245248
147,10,0.601576,0.245986,0.19765,0.0245248
148,0,0.200276,0.0251939,0.200276,0.0251939
148,1,0.245459,0.0368711,0.200276,0.0251939
148,2,0.289916,0.0510588,0.200276,0.0251939
148,3,0.33351,0.0677125,0.200276,0.0251939
148,4,0.376104,0.0867802,0.200276,0.0251939
148,5,0.417563,0.108202,0.200276,0.0251939
148,6,0.457758,0.131911,0.200276,0.0251939
148,7,0.496564,0.157832,0.200276,0.0251939
148,8,0.533858,0.185885,0.200276,0.0251939
148,9,0.569523,0.215981,0.200276,0.0251939
148,10,0.603448,0.248026,0.200276,0.0251939
149,0,0.202919,0.0258769,0.202919,0.0258769
149,1,0.248061,0.0377084,0.202919,0.0258769
149,2,0.29247,0.052048,0.202919,0.0258769
149,3,0.336007,0.0688508,0.202919,0.0258769
149,4,0.378535,0.088064,0.202919,0.0258769
149,5,0.419921,0.109627,0.202919,0.0258769
149,6,0.460035,0.133473,0.202919,0.0258769
149,7,0.498751,0.159527,0.202919,0.0258769
149,8,0.535949,0.187707,0.202919,0.0258769
149,9,0.571511,0.217925,0.202919,0.0258769
149,10,0.605326,0.250086,0.202919,0.0258769
150,0,0.205578,0.0265738,0.205578,0.0265738
150,1,0.250679,0.0385606,0.205578,0.0265738
150,2,0.295038,0.0530529,0.205578,0.0265738
150,3,0.338517,0.0700054,0.205578,0.0265738
150,4,0.380979,0.0893647,0.205578,0.0265738
150,5,0.42229,0.11107,0.205578,0.0265738
150,6,0.462322,0.135054,0.205578,0.0265738
150,7,0.500949,0.161241,0.205578,0.0265738
150,8,0.538049,0.189549,0.205578,0.0265738
150,9,0.573507,0.219889,0.205578,0.0265738
150,10,0.607211,0.252166,0.205578,0.0265738
151,0,0.208253,0.0272848,0.208253,0.0272848
151,1,0.253312,0.0394277,0.208253,0.0272848
151,2,0.297621,0.0540735,0.208253,0.0272848
151,3,0.341041,0.0711764,0.208253,0.0272848
151,4,0.383435,0.0906826,0.208253,0.0272848
151,5,0.424671,0.112531,0.208253,0.0272848
151,6,0.46462,0.136654,0.208253,0.0272848
151,7,0.503156,0.162974,0.208253,0.0272848
151,8,0.540158,0.19141,0.208253,0.0272848
151,9,0.575511,0.221873,0.208253,0.0272848
151,10,0.609103,0.254266,0.208253,0.0272848
152,0,0.210944,0.02801,0.210944,0.02801
152,1,0.255961,0.0403098,0.210944,0.02801
152,2,0.300218,0.0551098,0.210944,0.02801
152,3,0.343578,0.0723639,0.210944,0.02801
152,4,0.385904,0.0920177,0.210944,0.02801
152,5,0.427064,0.11401,0.210944,0.02801
152,6,0.466928,0.138271,0.210944,0.02801
152,7,0.505372,0.164726,0.210944,0.02801
152,8,0.542275,0.19329,0.210944,0.02801
152,9,0.577522,0.223876,0.210944,0.02801
152,10,0.611001,0.256386,0.210944,0.02801
153,0,0.213651,0.0287495,0.213651,0.0287495
153,1,0.258624,0.041207,0.213651,0.0287495
153,2,0.302769,0.0563388,0.213651,0.0287495
153,3,0.345928,0.0740905,0.213651,0.0287495
153,4,0.387944,0.0943982,0.213651,0.0287495
153,5,0.428667,0.117189,0.213651,0.0287495
153,6,0.46795,0.14238,0.213651,0.0287495
153,7,0.505652,0.169882,0.213651,0.0287495
153,8,0.541637,0.199595,0.213651,0.0287495
153,9,0.575775,0.231413,0.213651,0.0287495
153,10,0.607944,0.26522,0.213651,0.0287495
154,0,0.216373,0.0295035,0.216373,0.0295035
154,1,0.261302,0.0421196,0.216373,0.0295035
154,2,0.305393,0.0574071,0.216373,0.0295035
154,3,0.348489,0.0753111,0.216373,0.0295035
154,4,0.390433,0.095767,0.216373,0.0295035
154,5,0.431075,0.118701,0.216373,0.0295035
154,6,0.470269,0.144031,0.216373,0.0295035
154,7,0.507874,0.171666,0.216373,0.0295035
154,8,0.543754,0.201506,0.216373,0.0295035
154,9,0.57778,0.233444,0.216373,0.0295035
154,10,0.609829,0.267364,0.216373,0.0295035
155,0,0.21911,0.030272,0.21911,0.030272
155,1,0.263993,0.0430477,0.21911,0.030272
155,2,0.30803,0.0584919,0.21911,0.030272
155,3,0.351062,0.0765489,0.21911,0.030272
155,4,0.392933,0.0971538,0.21911,0.030272
155,5,0.433494,0.120232,0.21911,0.030272
155,6,0.472598,0.145702,0.21911,0.030272
155,7,0.510104,0.17347,0.21911,0.030272
155,8,0.545877,0.203437,0.21911,0.030272
155,9,0.579789,0.235495,0.21911,0.030272
155,10,0.611718,0.26953,0.21911,0.030272
156,0,0.221861,0.0310553,0.221861,0.0310553
156,1,0.266699,0.0439916,0.221861,0.0310553
156,2,0.310681,0.0595932,0.221861,0.0310553
156,3,0.353647,0.0778041,0.221861,0.0310553
156,4,0.395445,0.0985587,0.221861,0.0310553
156,5,0.435922,0.121782,0.221861,0.0310553
156,6,0.474935,0.147391,0.221861,0.0310553
156,7,0.512341,0.175294,0.221861,0.0310553
156,8,0.548007,0.205389,0.221861,0.0310553
156,9,0.581804,0.237568,0.221861,0.0310553
156,10,0.613611,0.271717,0.221861,0.0310553
157,0,0.224628,0.0318534,0.224628,0.0318534
157,1,0.269419,0.0449511,0.224628,0.0318534
157,2,0.313343,0.0607112,0.224628,0.0318534
157,3,0.356244,0.0790768,0.224628,0.0318534
157,4,0.397967,0.0999818,0.224628,0.0318534
157,5,0.43836,0.123351,0.224628,0.0318534
157,6,0.47728,0.149101,0.224628,0.0318534
157,7,0.514586,0.177137,0.224628,0.0318534
157,8,0.550143,0.207361,0.224628,0.0318534
157,9,0.583824,0.239662,0.224628,0.0318534
157,10,0.615508,0.273925,0.224628,0.0318534
158,0,0.227408,0.0326665,0.227408,0.0326665
158,1,0.272151,0.0459266,0.227408,0.0326665
158,2,0.316019,0.0618459,0.227408,0.0326665
158,3,0.358853,0.0803669,0.227408,0.0326665
158,4,0.400499,0.101423,0.227408,0.0326665
158,5,0.440808,0.124939,0.227408,0.0326665
158,6,0.479634,0.150829,0.227408,0.0326665
158,7,0.516837,0.179001,0.227408,0.0326665
158,8,0.552285,0.209353,0.227408,0.0326665
158,9,0.585849,0.241776,0.227408,0.0326665
158,10,0.617408,0.276154,0.227408,0.0326665
159,0,0.230203,0.0334947,0.230203,0.0334947
159,1,0.274897,0.0469181,0.230203,0.0334947
159,2,0.318706,0.0629974,0.230203,0.0334947
159,3,0.361472,0.0816747,0.230203,0.0334947
159,4,0.403041,0.102883,0.230203,0.0334947
159,5,0.443264,0.126546,0.230203,0.0334947
159,6,0.481995,0.152577,0.230203,0.0334947
159,7,0.519096,0.180885,0.230203,0.0334947
159,8,0.554432,0.211366,0.230203,0.0334947
159,9,0.587877,0.243912,0.230203,0.0334947
159,10,0.619311,0.278404,0.230203,0.0334947
160,0,0.233011,0.0343381,0.233011,0.0343381
160,1,0.277656,0.0479256,0.233011,0.0343381
160,2,0.321405,0.0641658,0.233011,0.0343381
160,3,0.364103,0.0830001,0.233011,0.0343381
160,4,0.405593,0.104361,0.233011,0.0343381
160,5,0.445729,0.128171,0.233011,0.0343381
160,6,0.484364,0.154345,0.233011,0.0343381
160,7,0.521361,0.182789,0.233011,0.0343381
160,8,0.556585,0.2134,0.233011,0.0343381
160,9,0.58991,0.246068,0.233011,0.0343381
160,10,0.621216,0.280676,0.233011,0.0343381
161,0,0.235833,0.0351969,0.235833,0.0351969
161,1,0.280427,0.0489494,0.235833,0.0351969
161,2,0.324116,0.0653512,0.235833,0.0351969
161,3,0.366743,0.0843433,0.235833,0.0351969
161,4,0.408155,0.105857,0.235833,0.0351969
161,5,0.448202,0.129816,0.235833,0.0351969
161,6,0.486741,0.156133,0.235833,0.0351969
161,7,0.523631,0.184713,0.235833,0.0351969
161,8,0.558742,0.215454,0.235833,0.0351969
161,9,0.591946,0.248245,0.235833,0.0351969
161,10,0.623125,0.282968,0.235833,0.0351969
162,0,0.238668,0.0360712,0.238668,0.0360712
162,1,0.28321,0.0499895,0.238668,0.0360712
162,2,0.326838,0.0665538,0.238668,0.0360712
162,3,0.369395,0.0857043,0.238668,0.0360712
162,4,0.410726,0.107372,0.238668,0.0360712
162,5,0.450684,0.13148,0.238668,0.0360712
162,6,0.489124,0.15794,0.238668,0.0360712
162,7,0.525908,0.186657,0.238668,0.0360712
162,8,0.560904,0.217528,0.238668,0.0360712
162,9,0.593986,0.250443,0.238668,0.0360712
162,10,0.625035,0.285282,0.238668,0.0360712
